Machine_ID,Hydraulic_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(?C),Spindle_Bearing_Temperature(?C),Downtime
Makino-L2-Unit1-2015,98.7,25.6,48.8,39.7,Machine_Failure
Makino-L2-Unit1-2015,133.2457833,21.7,50.2,33.9,No_Machine_Failure
Makino-L3-Unit1-2015,80.27,30.3,53.4,34.3,Machine_Failure
Makino-L1-Unit1-2013,96.66,25.6,48.5,32.3,Machine_Failure
Makino-L2-Unit1-2015,119.2469893,21.8,47.4,36.3,No_Machine_Failure
Makino-L3-Unit1-2015,94.97075515,10.6,45,33.7,No_Machine_Failure
Makino-L2-Unit1-2015,110.0668197,21.8,49.3,33.4,No_Machine_Failure
Makino-L2-Unit1-2015,139.34,25.6,40.8,28.8,Machine_Failure
Makino-L2-Unit1-2015,63.04,25.6,49.3,34.9,Machine_Failure
Makino-L1-Unit1-2013,87.77,28.7,47.9,31.6,Machine_Failure
Makino-L1-Unit1-2013,94.01,24.4,49.8,37.6,Machine_Failure
Makino-L2-Unit1-2015,69.34,26.4,49,33.6,Machine_Failure
Makino-L2-Unit1-2015,146.6481252,20.8,44,28,No_Machine_Failure
Makino-L2-Unit1-2015,62.29,29.8,48.7,36.3,Machine_Failure
Makino-L2-Unit1-2015,112.0395122,11.9,47.3,29.3,No_Machine_Failure
Makino-L3-Unit1-2015,76.17,24.4,49.9,29.4,Machine_Failure
Makino-L2-Unit1-2015,86.65,30.3,49.8,36.6,Machine_Failure
Makino-L1-Unit1-2013,149.8841764,10.6,49.7,36.3,No_Machine_Failure
Makino-L1-Unit1-2013,122.4805014,9.9,48.1,32.2,No_Machine_Failure
Makino-L3-Unit1-2015,132.1970977,20.7,44.7,34.7,No_Machine_Failure
Makino-L3-Unit1-2015,83.46,27,44.2,40.5,Machine_Failure
Makino-L3-Unit1-2015,89.4587468,20.8,44.7,33.7,No_Machine_Failure
Makino-L2-Unit1-2015,132.7929951,7.4,54.9,38.4,No_Machine_Failure
Makino-L3-Unit1-2015,90.4587468,8.7,45.5,,No_Machine_Failure
Makino-L2-Unit1-2015,90.4587468,5.7,49.9,39,No_Machine_Failure
Makino-L2-Unit1-2015,55.77,25.6,39.6,34.4,Machine_Failure
Makino-L1-Unit1-2013,81.1382212,7.4,49,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,71.04,24.4,47.2,35.3,Machine_Failure
Makino-L3-Unit1-2015,175.1,28.7,51.4,29,Machine_Failure
Makino-L3-Unit1-2015,50.61,26.4,48.5,37.6,Machine_Failure
Makino-L3-Unit1-2015,89.59,25.6,53.7,28.3,Machine_Failure
Makino-L1-Unit1-2013,125.6466804,11.9,51.5,34.1,No_Machine_Failure
Makino-L1-Unit1-2013,55.57,26.4,52.9,29.7,Machine_Failure
Makino-L1-Unit1-2013,89.4587468,4.5,51,35.1,No_Machine_Failure
Makino-L1-Unit1-2013,70.21,24.4,50.1,41.4,Machine_Failure
Makino-L1-Unit1-2013,85.36,28.7,47.8,37.5,Machine_Failure
Makino-L3-Unit1-2015,88.27913423,12.2,44.7,33.5,No_Machine_Failure
Makino-L2-Unit1-2015,98.7,26.5,48.8,36,Machine_Failure
Makino-L3-Unit1-2015,139.34,9.3,48.5,34,Machine_Failure
Makino-L1-Unit1-2013,82.52,25.6,44.6,35.8,Machine_Failure
Makino-L1-Unit1-2013,64.55,24.4,41.7,23.5,Machine_Failure
Makino-L1-Unit1-2013,88.56,30.3,53,31.5,Machine_Failure
Makino-L2-Unit1-2015,67.58,29.8,50.4,44,Machine_Failure
Makino-L1-Unit1-2013,80.27,10.5,42.9,38,Machine_Failure
Makino-L2-Unit1-2015,62.57,27,48.2,33.8,Machine_Failure
Makino-L3-Unit1-2015,80.726488,6.8,46.8,30.9,No_Machine_Failure
Makino-L3-Unit1-2015,96.66,27,47,35.4,Machine_Failure
Makino-L2-Unit1-2015,57.89,24.4,43.8,24,Machine_Failure
Makino-L2-Unit1-2015,82.9688079,8.7,45.3,40.4,No_Machine_Failure
Makino-L3-Unit1-2015,54.19,28.7,46.9,40.5,Machine_Failure
Makino-L2-Unit1-2015,116.2332812,25,40.9,32.8,No_Machine_Failure
Makino-L3-Unit1-2015,124.4601181,24.4,45.3,36.1,No_Machine_Failure
Makino-L3-Unit1-2015,108.9512776,9.9,41.2,31.3,No_Machine_Failure
Makino-L3-Unit1-2015,142.36,22.8,45.4,44,Machine_Failure
Makino-L3-Unit1-2015,87.1,26.8,46.4,32.9,Machine_Failure
Makino-L1-Unit1-2013,94.74,11.3,48.4,37.2,Machine_Failure
Makino-L2-Unit1-2015,80.27,25.8,45.3,36.5,Machine_Failure
Makino-L2-Unit1-2015,114.6401622,7.4,51.3,29.9,No_Machine_Failure
Makino-L3-Unit1-2015,139.5218761,4.5,49.3,33.2,No_Machine_Failure
Makino-L1-Unit1-2013,97.5136434,24.5,50.9,37.6,No_Machine_Failure
Makino-L1-Unit1-2013,145.98,10.1,39.7,41.9,Machine_Failure
Makino-L1-Unit1-2013,61.73,9,49.7,34.3,Machine_Failure
Makino-L2-Unit1-2015,64.9,25.6,40.7,35.5,Machine_Failure
Makino-L2-Unit1-2015,80.13,27,52,40.4,Machine_Failure
Makino-L2-Unit1-2015,119.8770024,8.7,50.6,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,142.2295301,10.6,46,39.4,No_Machine_Failure
Makino-L2-Unit1-2015,112.8205019,6.8,43.5,30.6,No_Machine_Failure
Makino-L1-Unit1-2013,71.04,26.4,50.2,35.9,Machine_Failure
Makino-L1-Unit1-2013,132.6591898,7.4,46.6,36.5,No_Machine_Failure
Makino-L2-Unit1-2015,88.27913423,6.8,57.1,34.4,No_Machine_Failure
Makino-L2-Unit1-2015,57.94,22.8,44.9,29,Machine_Failure
Makino-L1-Unit1-2013,109.6062745,11.9,46.4,39.8,No_Machine_Failure
Makino-L1-Unit1-2013,80.27,5,44,32.8,Machine_Failure
Makino-L2-Unit1-2015,97.09834239,10.6,47.3,40.8,No_Machine_Failure
Makino-L3-Unit1-2015,134.8668044,5.7,44.3,37,No_Machine_Failure
Makino-L1-Unit1-2013,63.76,23.5,43.7,33.6,Machine_Failure
Makino-L2-Unit1-2015,85.18,28.7,50.1,36.5,Machine_Failure
Makino-L2-Unit1-2015,74.56,26,46.3,35.3,Machine_Failure
Makino-L2-Unit1-2015,63.76,32.6,47.4,34,Machine_Failure
Makino-L2-Unit1-2015,88.53,24.4,45.6,35.6,Machine_Failure
Makino-L2-Unit1-2015,120.2949756,20.6,42.1,31.5,No_Machine_Failure
Makino-L3-Unit1-2015,127.6461879,20.7,45.3,38.6,No_Machine_Failure
Makino-L3-Unit1-2015,118.4786806,20.7,53.5,36.6,No_Machine_Failure
Makino-L1-Unit1-2013,101.3110804,20.7,45.5,34.3,No_Machine_Failure
Makino-L1-Unit1-2013,118.7556978,20.7,45.3,35.1,No_Machine_Failure
Makino-L2-Unit1-2015,161.4636175,20.7,46.9,33.7,No_Machine_Failure
Makino-L1-Unit1-2013,142.8757769,20.6,50.6,30.1,No_Machine_Failure
Makino-L2-Unit1-2015,113.4547432,20.7,43.2,36.3,No_Machine_Failure
Makino-L2-Unit1-2015,149.3221006,21,53.7,29.8,No_Machine_Failure
Makino-L2-Unit1-2015,142.36,4.9,54.6,36.8,Machine_Failure
Makino-L3-Unit1-2015,140.1771667,20.6,47.3,41.3,No_Machine_Failure
Makino-L3-Unit1-2015,99.48837043,11.9,51.2,38.4,No_Machine_Failure
Makino-L2-Unit1-2015,73.67,27,51.6,32.6,Machine_Failure
Makino-L2-Unit1-2015,96.3,28.7,43.1,36.4,Machine_Failure
Makino-L2-Unit1-2015,61.73,24.4,48,29.5,Machine_Failure
Makino-L2-Unit1-2015,60.3,30.3,42.1,34.8,Machine_Failure
Makino-L3-Unit1-2015,138.2761829,21.8,46.3,30,No_Machine_Failure
Makino-L1-Unit1-2013,124.5371895,21.8,48.8,39.5,No_Machine_Failure
Makino-L3-Unit1-2015,59.14,30.3,47.9,30.1,Machine_Failure
Makino-L2-Unit1-2015,98.7,7.9,50.3,37.5,Machine_Failure
Makino-L1-Unit1-2013,125.95,13.4,44.4,41.4,Machine_Failure
Makino-L3-Unit1-2015,118.0212398,21.8,51.7,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,116.0046539,21.8,38.8,29.4,No_Machine_Failure
Makino-L2-Unit1-2015,119.9946472,20.4,51.8,40.7,No_Machine_Failure
Makino-L1-Unit1-2013,57.92,26.4,58.7,36.5,Machine_Failure
Makino-L3-Unit1-2015,70.38,27,45.2,36.3,Machine_Failure
Makino-L3-Unit1-2015,64.01,9.6,49.6,33.5,Machine_Failure
Makino-L3-Unit1-2015,71.06,20.1,50.7,36.8,Machine_Failure
Makino-L3-Unit1-2015,125.95,22.7,47.2,37.8,Machine_Failure
Makino-L1-Unit1-2013,141.14,4.3,52.4,33.3,Machine_Failure
Makino-L1-Unit1-2013,80.38,25.6,51.5,31.8,Machine_Failure
Makino-L1-Unit1-2013,63.76,5.6,46.4,31.7,Machine_Failure
Makino-L2-Unit1-2015,142.36,8.6,42.7,37.5,Machine_Failure
Makino-L2-Unit1-2015,77.84,16.9,47.7,38.1,Machine_Failure
Makino-L3-Unit1-2015,94,23.6,57.1,36.9,Machine_Failure
Makino-L2-Unit1-2015,139.34,22.3,46.6,37.1,Machine_Failure
Makino-L2-Unit1-2015,99.83990398,8.7,48.6,36.8,No_Machine_Failure
Makino-L2-Unit1-2015,85.5,28.7,41.3,34.1,Machine_Failure
Makino-L1-Unit1-2013,129.1754956,20.9,48.1,37,No_Machine_Failure
Makino-L2-Unit1-2015,113.058201,20.6,47.1,37.4,No_Machine_Failure
Makino-L1-Unit1-2013,127.0368363,20.4,47.5,35.2,No_Machine_Failure
Makino-L2-Unit1-2015,119.3151904,20.4,44.9,35.5,No_Machine_Failure
Makino-L3-Unit1-2015,110.120461,21,46.8,36.2,No_Machine_Failure
Makino-L1-Unit1-2013,122.919722,20.4,43.8,37.7,No_Machine_Failure
Makino-L1-Unit1-2013,110.7865667,20.9,48.1,29.3,No_Machine_Failure
Makino-L1-Unit1-2013,126.7578547,20.9,46.1,38.1,No_Machine_Failure
Makino-L1-Unit1-2013,129.1776539,20.4,46.1,35.8,No_Machine_Failure
Makino-L3-Unit1-2015,144.8825288,20.4,49.5,30,No_Machine_Failure
Makino-L1-Unit1-2013,142.5613084,4.5,44.2,38.7,No_Machine_Failure
Makino-L3-Unit1-2015,56.29,25.6,43,29.9,Machine_Failure
Makino-L3-Unit1-2015,119.495474,7.4,53.4,30.8,No_Machine_Failure
Makino-L3-Unit1-2015,72.58,27,46.4,38.7,Machine_Failure
Makino-L3-Unit1-2015,79.5,25.6,48.4,36.9,Machine_Failure
Makino-L3-Unit1-2015,81.8,28.7,49.4,34.9,Machine_Failure
Makino-L1-Unit1-2013,143.7219992,12.2,40.3,32.8,No_Machine_Failure
Makino-L3-Unit1-2015,92.2,24.4,49.7,34.1,Machine_Failure
Makino-L1-Unit1-2013,92.15,25.6,43.1,40.6,Machine_Failure
Makino-L2-Unit1-2015,106.6283731,24.3,48.5,36.7,No_Machine_Failure
Makino-L3-Unit1-2015,94.96388925,24.3,48.1,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,105.3234181,24.3,48.8,29.5,No_Machine_Failure
Makino-L1-Unit1-2013,95.87,25.6,52.7,35,Machine_Failure
Makino-L3-Unit1-2015,71.96,26.4,52.3,34.4,Machine_Failure
Makino-L3-Unit1-2015,65.61,27,49.3,29.5,Machine_Failure
Makino-L2-Unit1-2015,120.8575375,24.8,52.1,40.2,No_Machine_Failure
Makino-L1-Unit1-2013,90.36,19.3,47.2,37.5,Machine_Failure
Makino-L3-Unit1-2015,95.29299374,24.9,48.1,40.4,No_Machine_Failure
Makino-L2-Unit1-2015,108.6909268,24.6,49.8,34.3,No_Machine_Failure
Makino-L3-Unit1-2015,122.4663474,24.3,54.4,41.7,No_Machine_Failure
Makino-L3-Unit1-2015,134.7410583,24.4,49.6,30.3,No_Machine_Failure
Makino-L2-Unit1-2015,125.4600458,4.5,47.7,33.8,No_Machine_Failure
Makino-L3-Unit1-2015,107.4241935,6.8,47.6,34.7,No_Machine_Failure
Makino-L3-Unit1-2015,135.1290467,12.2,46,37.2,No_Machine_Failure
Makino-L1-Unit1-2013,77.75850042,7.4,42,29.7,No_Machine_Failure
Makino-L1-Unit1-2013,154.2591376,9.9,46.2,42.1,No_Machine_Failure
Makino-L1-Unit1-2013,127.0160471,9.9,49.1,38.3,No_Machine_Failure
Makino-L1-Unit1-2013,142.9510534,11.9,55.1,31.2,No_Machine_Failure
Makino-L3-Unit1-2015,65.37,22.6,52.5,30.7,Machine_Failure
Makino-L1-Unit1-2013,51.19,26.9,41.8,30.2,Machine_Failure
Makino-L1-Unit1-2013,67.14,32.6,52.5,31.7,Machine_Failure
Makino-L1-Unit1-2013,54.6,12.7,55.4,28.5,Machine_Failure
Makino-L2-Unit1-2015,94.36,6.5,47.8,36,Machine_Failure
Makino-L3-Unit1-2015,136.9374295,24.3,49.9,34.3,No_Machine_Failure
Makino-L2-Unit1-2015,134.02,27,46.5,32.6,Machine_Failure
Makino-L1-Unit1-2013,136.572124,24.3,48.3,31.4,No_Machine_Failure
Makino-L2-Unit1-2015,134.9385034,24.3,54.1,37.1,No_Machine_Failure
Makino-L2-Unit1-2015,158.8267447,20.8,50.8,43.8,No_Machine_Failure
Makino-L1-Unit1-2013,142.36,29.8,43.6,41.6,Machine_Failure
Makino-L2-Unit1-2015,121.6748171,8.7,53.1,37.3,No_Machine_Failure
Makino-L2-Unit1-2015,95.37,29.8,47.7,37.6,Machine_Failure
Makino-L1-Unit1-2013,106.3111063,12.2,44.4,37.6,No_Machine_Failure
Makino-L1-Unit1-2013,52,12.1,42,30,Machine_Failure
Makino-L3-Unit1-2015,74.98,8.7,52.2,36.7,Machine_Failure
Makino-L1-Unit1-2013,69.61,13.1,46.2,31.2,Machine_Failure
Makino-L1-Unit1-2013,62.07,6.8,48.2,33.2,Machine_Failure
Makino-L2-Unit1-2015,121.6748171,11.9,53.1,37.3,No_Machine_Failure
Makino-L3-Unit1-2015,65.02,21.6,52.2,36.7,Machine_Failure
Makino-L3-Unit1-2015,70,11.1,48.9,32.4,Machine_Failure
Makino-L2-Unit1-2015,155.5598356,7.4,50.1,33.6,No_Machine_Failure
Makino-L3-Unit1-2015,74.62613091,6.8,44.7,43,No_Machine_Failure
Makino-L1-Unit1-2013,80.27,30.3,42,30,Machine_Failure
Makino-L1-Unit1-2013,137.37,10.2,,40.5,Machine_Failure
Makino-L2-Unit1-2015,147.8397953,7.4,53.7,39.9,No_Machine_Failure
Makino-L3-Unit1-2015,95.7,10.3,52.6,36.4,Machine_Failure
Makino-L1-Unit1-2013,123.4161968,10.6,44.5,40,No_Machine_Failure
Makino-L3-Unit1-2015,54.12,24.4,45.9,35.9,Machine_Failure
Makino-L2-Unit1-2015,137.4672715,6.8,51.8,38.2,No_Machine_Failure
Makino-L3-Unit1-2015,103.4698004,21.8,39.8,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,69.06,24.4,48.3,38.4,Machine_Failure
Makino-L3-Unit1-2015,67.11,20.6,45.1,32.4,Machine_Failure
Makino-L3-Unit1-2015,139.34,25.6,45.8,33.3,Machine_Failure
Makino-L1-Unit1-2013,98.7,10.6,47.6,34.7,Machine_Failure
Makino-L2-Unit1-2015,90.81,24.1,37.6,34,Machine_Failure
Makino-L3-Unit1-2015,91.36,7.2,47.4,26.2,Machine_Failure
Makino-L1-Unit1-2013,80.27,20.6,55.8,34.9,Machine_Failure
Makino-L3-Unit1-2015,145.98,27,41.4,38.1,Machine_Failure
Makino-L2-Unit1-2015,61.25,15.4,42.5,35.2,Machine_Failure
Makino-L1-Unit1-2013,63.24,15.3,47,35.7,Machine_Failure
Makino-L3-Unit1-2015,60.27,30.3,48.8,37.8,Machine_Failure
Makino-L3-Unit1-2015,90.49,7.7,46.7,27.5,Machine_Failure
Makino-L1-Unit1-2013,83.09,8.5,49,32.7,Machine_Failure
Makino-L1-Unit1-2013,94.33,28.7,47.1,37.6,Machine_Failure
Makino-L1-Unit1-2013,139.4022323,4.5,55.4,29.6,No_Machine_Failure
Makino-L2-Unit1-2015,123.9393977,9.9,53.2,33,No_Machine_Failure
Makino-L2-Unit1-2015,161.6638484,20.5,51,33.8,No_Machine_Failure
Makino-L3-Unit1-2015,149.4390095,9.9,48.7,35.2,No_Machine_Failure
Makino-L2-Unit1-2015,94.35394922,10.6,49,31.6,No_Machine_Failure
Makino-L3-Unit1-2015,88.02437175,20.6,50.5,29,No_Machine_Failure
Makino-L3-Unit1-2015,123.9896141,20.4,43.6,37.4,No_Machine_Failure
Makino-L2-Unit1-2015,107.4305755,5.7,50.1,38.4,No_Machine_Failure
Makino-L1-Unit1-2013,63.76,28.7,48.2,33.3,Machine_Failure
Makino-L3-Unit1-2015,121.582574,24.9,52.9,36.5,No_Machine_Failure
Makino-L1-Unit1-2013,59.22,8.3,50,37.8,Machine_Failure
Makino-L1-Unit1-2013,65.11,21.8,39.4,36.7,Machine_Failure
Makino-L1-Unit1-2013,89.08626575,24.9,49.9,31.8,No_Machine_Failure
Makino-L3-Unit1-2015,71.04,25.8,41.6,38,Machine_Failure
Makino-L1-Unit1-2013,139.34,9.9,37.8,41.8,Machine_Failure
Makino-L2-Unit1-2015,61.73,24.9,44.8,27.7,Machine_Failure
Makino-L1-Unit1-2013,80.27,12.5,51.3,36.8,Machine_Failure
Makino-L3-Unit1-2015,56.87,21,50.6,33,Machine_Failure
Makino-L1-Unit1-2013,63.76,24,45,32.9,Machine_Failure
Makino-L2-Unit1-2015,125.95,25.2,48.9,33.9,Machine_Failure
Makino-L2-Unit1-2015,134.54,5.5,42.8,43.2,Machine_Failure
Makino-L1-Unit1-2013,145.98,16.4,42.6,33.5,Machine_Failure
Makino-L1-Unit1-2013,86.45,8.4,50.9,32.2,Machine_Failure
Makino-L1-Unit1-2013,123.0876099,24.6,45,29.8,No_Machine_Failure
Makino-L3-Unit1-2015,97.61243696,24.9,49.6,37.8,No_Machine_Failure
Makino-L3-Unit1-2015,135.4071833,24.7,52,34.9,No_Machine_Failure
Makino-L2-Unit1-2015,116.4389854,24.9,46,33.5,No_Machine_Failure
Makino-L2-Unit1-2015,114.3056755,25,48,36.3,No_Machine_Failure
Makino-L1-Unit1-2013,142.0412212,24.9,50.9,37,No_Machine_Failure
Makino-L1-Unit1-2013,84.58094942,24.9,49.4,32.4,No_Machine_Failure
Makino-L1-Unit1-2013,106.0251437,24.9,50.3,37.6,No_Machine_Failure
Makino-L3-Unit1-2015,103.7068079,24.9,47.2,43.2,No_Machine_Failure
Makino-L2-Unit1-2015,120.7446059,24.9,48.7,30.6,No_Machine_Failure
Makino-L1-Unit1-2013,148.8076502,24.9,42.4,31.1,No_Machine_Failure
Makino-L2-Unit1-2015,63.76,25.6,46.1,29.7,Machine_Failure
Makino-L3-Unit1-2015,155.2859257,24.9,47.7,39.9,No_Machine_Failure
Makino-L3-Unit1-2015,59.52,26.3,54.7,29.2,Machine_Failure
Makino-L2-Unit1-2015,137.37,15.5,51.2,37.9,Machine_Failure
Makino-L1-Unit1-2013,135.93,7.7,49.3,35.7,Machine_Failure
Makino-L3-Unit1-2015,,20.3,53,38.1,No_Machine_Failure
Makino-L1-Unit1-2013,119.1549112,20.2,47,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,141.14,24.4,51.7,42.6,Machine_Failure
Makino-L2-Unit1-2015,71.04,4.5,45.4,40.2,Machine_Failure
Makino-L3-Unit1-2015,137.37,28.7,43.6,30.7,Machine_Failure
Makino-L2-Unit1-2015,127.0516177,8.7,38.7,38.7,No_Machine_Failure
Makino-L3-Unit1-2015,91.48687518,9.9,47.4,35.7,No_Machine_Failure
Makino-L3-Unit1-2015,124.8514757,10.6,39.9,32.3,No_Machine_Failure
Makino-L2-Unit1-2015,126.8309417,11.9,47.8,33.4,No_Machine_Failure
Makino-L3-Unit1-2015,52.92,25.6,42,35.1,Machine_Failure
Makino-L2-Unit1-2015,133.7447611,12.2,55.2,37.6,No_Machine_Failure
Makino-L2-Unit1-2015,109.7800202,7.4,54.3,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,85.02,27,47.4,35.7,Machine_Failure
Makino-L1-Unit1-2013,64.94,24.4,48.6,39.2,Machine_Failure
Makino-L2-Unit1-2015,144.895887,9.9,52.1,42,No_Machine_Failure
Makino-L2-Unit1-2015,155.6221835,8.7,43.4,35.1,No_Machine_Failure
Makino-L1-Unit1-2013,148.801101,4.5,41,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,91.2,29.8,48.1,38.3,Machine_Failure
Makino-L2-Unit1-2015,83.26,9.4,51.8,32.4,Machine_Failure
Makino-L2-Unit1-2015,139.220884,5.7,46.1,37.5,No_Machine_Failure
Makino-L3-Unit1-2015,150.7033294,20.3,41.4,30.4,No_Machine_Failure
Makino-L2-Unit1-2015,127.8597246,20.6,42.7,30.4,No_Machine_Failure
Makino-L3-Unit1-2015,136.2814374,20.4,44.4,35.7,No_Machine_Failure
Makino-L3-Unit1-2015,99.4448713,20.6,52.5,36.9,No_Machine_Failure
Makino-L3-Unit1-2015,132.4521949,20.5,54.9,40.7,No_Machine_Failure
Makino-L2-Unit1-2015,83.11,26.1,47.4,37.3,Machine_Failure
Makino-L1-Unit1-2013,70.03,24.3,49.5,40.5,Machine_Failure
Makino-L1-Unit1-2013,93.75,25,51.1,30.9,Machine_Failure
Makino-L3-Unit1-2015,97.86,23.8,44.4,39.6,Machine_Failure
Makino-L2-Unit1-2015,125.4044139,10.6,51.7,36,No_Machine_Failure
Makino-L1-Unit1-2013,72.5,16.5,46.6,33.1,Machine_Failure
Makino-L2-Unit1-2015,80.15,26.8,50.9,36.9,Machine_Failure
Makino-L1-Unit1-2013,64,20.7,47.1,40.4,Machine_Failure
Makino-L3-Unit1-2015,66.75,5,54.6,39.6,Machine_Failure
Makino-L2-Unit1-2015,95.13,7.7,53.6,36.4,Machine_Failure
Makino-L1-Unit1-2013,60.63,8.8,48,41.1,Machine_Failure
Makino-L2-Unit1-2015,133.9299588,7.4,49.9,33,No_Machine_Failure
Makino-L1-Unit1-2013,151.9687029,10.6,40.5,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,147.28996,11.9,47.2,38.3,No_Machine_Failure
Makino-L1-Unit1-2013,75.91,26.4,45,37.4,Machine_Failure
Makino-L2-Unit1-2015,163.960905,12.2,47.6,34.8,No_Machine_Failure
Makino-L2-Unit1-2015,137.6363997,4.5,44.2,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,88.99,28.7,50.7,35.3,Machine_Failure
Makino-L3-Unit1-2015,85.66,30.3,53.4,35.1,Machine_Failure
Makino-L3-Unit1-2015,118.6976914,4.5,44.8,37.4,No_Machine_Failure
Makino-L2-Unit1-2015,150.6690039,11.9,45.2,38.5,No_Machine_Failure
Makino-L1-Unit1-2013,118.9037,8.7,45.7,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,56.06,18.8,53.9,29.7,Machine_Failure
Makino-L3-Unit1-2015,104.1208724,20.4,45.8,38.7,No_Machine_Failure
Makino-L1-Unit1-2013,56.59,10.5,47.3,33.8,Machine_Failure
Makino-L3-Unit1-2015,86.97,17.1,45.2,36.3,Machine_Failure
Makino-L3-Unit1-2015,59.02,26.9,44.5,37.2,Machine_Failure
Makino-L3-Unit1-2015,81.41,7.8,45.2,32.7,Machine_Failure
Makino-L3-Unit1-2015,117.7004504,9.9,43.2,37.6,No_Machine_Failure
Makino-L3-Unit1-2015,65.59,11,47,33,Machine_Failure
Makino-L2-Unit1-2015,81.35,14,46.1,28,Machine_Failure
Makino-L1-Unit1-2013,90.76,25.9,44.7,34.7,Machine_Failure
Makino-L2-Unit1-2015,55.99,12.1,54.8,27.2,Machine_Failure
Makino-L2-Unit1-2015,69.68,24.4,46.6,44.1,Machine_Failure
Makino-L2-Unit1-2015,121.6917433,11.9,51.5,31.8,No_Machine_Failure
Makino-L1-Unit1-2013,116.3562614,12.2,49.3,38.8,No_Machine_Failure
Makino-L2-Unit1-2015,135.658497,4.5,51.3,31.9,No_Machine_Failure
Makino-L1-Unit1-2013,114.8836052,11.9,38.2,30.7,No_Machine_Failure
Makino-L2-Unit1-2015,132.132597,10.6,53.6,38.5,No_Machine_Failure
Makino-L1-Unit1-2013,133.0333997,21,42.8,34.1,No_Machine_Failure
Makino-L3-Unit1-2015,114.4613475,24.7,45.6,34.7,No_Machine_Failure
Makino-L1-Unit1-2013,112.6375084,24.7,54.9,,No_Machine_Failure
Makino-L1-Unit1-2013,117.4808902,24.7,43.1,35.4,No_Machine_Failure
Makino-L2-Unit1-2015,142.663752,9.9,49.5,38,No_Machine_Failure
Makino-L1-Unit1-2013,141.14,21.5,47.1,26.6,Machine_Failure
Makino-L3-Unit1-2015,141.0105077,24.8,48.9,32.1,No_Machine_Failure
Makino-L1-Unit1-2013,124.0694129,24.6,50,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,125.4034226,10.6,42.5,35.5,No_Machine_Failure
Makino-L3-Unit1-2015,139.34,6.9,46.9,43.7,Machine_Failure
Makino-L2-Unit1-2015,145.9409477,8.7,51.5,34,No_Machine_Failure
Makino-L1-Unit1-2013,145.9873255,12.2,42.5,32.7,No_Machine_Failure
Makino-L3-Unit1-2015,71.52,29.8,50,28.6,Machine_Failure
Makino-L1-Unit1-2013,135.93,14.4,46.2,24.9,Machine_Failure
Makino-L1-Unit1-2013,86.78,30.3,52,35.9,Machine_Failure
Makino-L2-Unit1-2015,77.92,29.8,46.2,24,Machine_Failure
Makino-L2-Unit1-2015,62.32,28.7,48.7,33.3,Machine_Failure
Makino-L1-Unit1-2013,88.13,26.4,45.4,39.2,Machine_Failure
Makino-L2-Unit1-2015,97.64012094,10.6,49,39.5,No_Machine_Failure
Makino-L2-Unit1-2015,90.55,28.7,40.1,36.2,Machine_Failure
Makino-L2-Unit1-2015,56.55,15.9,49.5,41.4,Machine_Failure
Makino-L2-Unit1-2015,70.35,16.8,52.3,38.9,Machine_Failure
Makino-L1-Unit1-2013,67.13,24.5,51.1,25.6,Machine_Failure
Makino-L3-Unit1-2015,134.02,22,46.9,43.7,Machine_Failure
Makino-L1-Unit1-2013,98.7,16.8,51.9,34.9,Machine_Failure
Makino-L1-Unit1-2013,91.68,19.2,45,34.2,Machine_Failure
Makino-L2-Unit1-2015,87.8,29.8,47.2,35.8,Machine_Failure
Makino-L1-Unit1-2013,98.56,36.5,47.9,28.4,Machine_Failure
Makino-L2-Unit1-2015,135.93,9.7,46,40.4,Machine_Failure
Makino-L3-Unit1-2015,53.89,28.7,38.5,31.5,Machine_Failure
Makino-L3-Unit1-2015,141.14,20.4,47.9,40.1,Machine_Failure
Makino-L2-Unit1-2015,145.98,8.6,55.5,38.1,Machine_Failure
Makino-L2-Unit1-2015,94.77147322,22,42.4,36.8,No_Machine_Failure
Makino-L3-Unit1-2015,135.9219185,9.9,44.3,36.5,No_Machine_Failure
Makino-L3-Unit1-2015,142.0721474,5.7,41.1,33.2,No_Machine_Failure
Makino-L2-Unit1-2015,141.2282984,6.8,45.4,32.8,No_Machine_Failure
Makino-L1-Unit1-2013,128.299925,21,49.3,36.1,No_Machine_Failure
Makino-L2-Unit1-2015,142.36,29.8,50.3,23.4,Machine_Failure
Makino-L1-Unit1-2013,126.3003611,21.3,43.8,28.4,No_Machine_Failure
Makino-L1-Unit1-2013,103.8207037,21.5,47.8,35.4,No_Machine_Failure
Makino-L3-Unit1-2015,131.3147378,21.2,51.3,37.2,No_Machine_Failure
Makino-L1-Unit1-2013,122.0821628,21.2,51.5,38.5,No_Machine_Failure
